Date,Close
28/07/2020,10.21549988
29/07/2020,10.46549988
30/07/2020,10.61400032
31/07/2020,10.61474991
03/08/2020,11.01025009
04/08/2020,11.22774982
05/08/2020,11.28674984
06/08/2020,11.33549976
07/08/2020,11.19950008
10/08/2020,11.16499996
11/08/2020,10.85000038
12/08/2020,11.4402504
13/08/2020,11.44299984
14/08/2020,11.56400013
17/08/2020,12.33699989
18/08/2020,12.26074982
19/08/2020,12.13850021
20/08/2020,12.14099979
21/08/2020,12.68350029
24/08/2020,12.72025013
25/08/2020,12.75
26/08/2020,12.77299976
27/08/2020,12.62825012
28/08/2020,13.1477499
31/08/2020,13.37450027
01/09/2020,13.8210001
02/09/2020,14.3465004
03/09/2020,13.01550007
04/09/2020,12.62250042
08/09/2020,11.91300011
09/09/2020,12.71500015
10/09/2020,12.31175041
11/09/2020,12.16450024
14/09/2020,12.8722496
15/09/2020,12.99100018
16/09/2020,12.51449966
17/09/2020,12.46350002
18/09/2020,12.18924999
21/09/2020,12.51725006
22/09/2020,12.63774967
23/09/2020,12.12374973
24/09/2020,12.34799957
25/09/2020,12.87374973
28/09/2020,13.03499985
29/09/2020,13.22574997
30/09/2020,13.53050041
01/10/2020,13.61450005
02/10/2020,13.06225014
05/10/2020,13.64249992
06/10/2020,13.73649979
07/10/2020,13.96399975
08/10/2020,13.83874989
09/10/2020,13.76274967
12/10/2020,14.22599983
13/10/2020,14.24825001
14/10/2020,14.09525013
15/10/2020,13.97000027
16/10/2020,13.8114996
19/10/2020,13.49775028
20/10/2020,13.64550018
21/10/2020,13.52474976
22/10/2020,13.36100006
23/10/2020,13.59025002
26/10/2020,13.14124966
27/10/2020,13.39675045
28/10/2020,12.62699986
29/10/2020,13.02400017
30/10/2020,12.5340004
02/11/2020,12.58075047
03/11/2020,13.01949978
04/11/2020,13.79424953
05/11/2020,14.15999985
06/11/2020,14.56200027
09/11/2020,13.6307497
10/11/2020,12.77000046
11/11/2020,13.41800022
12/11/2020,13.45674992
13/11/2020,13.29699993
16/11/2020,13.51525021
17/11/2020,13.42224979
18/11/2020,13.42875004
19/11/2020,13.4402504
20/11/2020,13.08775043
23/11/2020,13.14000034
24/11/2020,12.95775032
25/11/2020,13.23474979
27/11/2020,13.26124954
30/11/2020,13.40149975
01/12/2020,13.39000034
02/12/2020,13.54450035
03/12/2020,13.39599991
04/12/2020,13.55825043
07/12/2020,13.60674953
08/12/2020,13.35000038
09/12/2020,12.93074989
10/12/2020,12.97224998
11/12/2020,13.01325035
14/12/2020,13.30875015
15/12/2020,13.36050034
16/12/2020,13.24250031
17/12/2020,13.34125042
18/12/2020,13.27200031
21/12/2020,13.33224964
22/12/2020,13.27824974
23/12/2020,13.00924969
24/12/2020,12.99374962
28/12/2020,12.89999962
29/12/2020,12.9432497
30/12/2020,13.14575005
31/12/2020,13.05500031
04/01/2021,13.11349964
05/01/2021,13.40474987
06/01/2021,12.61450005
07/01/2021,13.34399986
08/01/2021,13.27674961
11/01/2021,13.62150002
12/01/2021,13.48474979
13/01/2021,13.53174973
14/01/2021,13.20024967
15/01/2021,12.85949993
19/01/2021,13.02525043
20/01/2021,13.36575031
21/01/2021,13.86750031
22/01/2021,13.71249962
25/01/2021,13.65324974
26/01/2021,13.43525028
27/01/2021,12.91775036
28/01/2021,13.05099964
29/01/2021,12.98974991
01/02/2021,13.23700047
02/02/2021,13.5567503
03/02/2021,13.53050041
04/02/2021,13.66425037
05/02/2021,13.5909996
08/02/2021,14.43875027
09/02/2021,14.26325035
10/02/2021,14.7642498
11/02/2021,15.25074959
12/02/2021,14.96125031
16/02/2021,15.33024979
17/02/2021,14.90600014
18/02/2021,14.82900047
19/02/2021,14.92650032
22/02/2021,14.35575008
23/02/2021,14.1420002
24/02/2021,14.4989996
25/02/2021,13.30749989
26/02/2021,13.71450043
01/03/2021,13.84175014
02/03/2021,13.40625
03/03/2021,12.80475044
04/03/2021,12.37024975
05/03/2021,12.46150017
08/03/2021,11.59325027
09/03/2021,12.52025032
10/03/2021,12.46825027
11/03/2021,12.99349976
12/03/2021,12.85599995
15/03/2021,13.19124985
16/03/2021,13.29125023
17/03/2021,13.34125042
18/03/2021,12.72249985
19/03/2021,12.84574986
22/03/2021,13.18624973
23/03/2021,13.07075024
24/03/2021,12.64299965
25/03/2021,12.53524971
26/03/2021,12.83924961
29/03/2021,12.94824982
30/03/2021,12.87174988
31/03/2021,13.34825039
01/04/2021,13.81175041
05/04/2021,13.98750019
06/04/2021,13.86149979
07/04/2021,14.14350033
08/04/2021,14.31700039
09/04/2021,14.39999962
12/04/2021,15.20899963
13/04/2021,15.67949963
14/04/2021,15.27700043
15/04/2021,16.1372509
16/04/2021,15.91250038
19/04/2021,15.36174965
20/04/2021,15.17125034
21/04/2021,15.36050034
22/04/2021,14.85025024
23/04/2021,15.26525021
26/04/2021,15.47799969
27/04/2021,15.38175011
28/04/2021,15.27674961
29/04/2021,15.32474995
30/04/2021,15.00949955
03/05/2021,14.83675003
04/05/2021,14.35124969
05/05/2021,14.45849991
06/05/2021,14.52299976
07/05/2021,14.81225014
10/05/2021,14.26574993
11/05/2021,14.30624962
12/05/2021,13.7585001
13/05/2021,13.66524982
14/05/2021,14.24300003
17/05/2021,14.16549969
18/05/2021,14.01574993
19/05/2021,14.06575012
20/05/2021,14.61250019
21/05/2021,14.99174976
24/05/2021,15.61200047
25/05/2021,15.6477499
26/05/2021,15.69999981
27/05/2021,15.48799992
28/05/2021,16.24449921
01/06/2021,16.26449966
02/06/2021,16.77824974
03/06/2021,16.96974945
04/06/2021,17.57825089
07/06/2021,17.61899948
08/06/2021,17.45700073
09/06/2021,17.35824966
10/06/2021,17.42499924
11/06/2021,17.82525063
14/06/2021,18.01874924
15/06/2021,17.78849983
16/06/2021,17.81024933
17/06/2021,18.65724945
18/06/2021,18.63875008
21/06/2021,18.42724991
22/06/2021,18.88674927
23/06/2021,19.05724907
24/06/2021,19.20549965
25/06/2021,19.03100014
28/06/2021,19.98500061
29/06/2021,20.02675056
30/06/2021,20.00250053
01/07/2021,20.21199989
02/07/2021,20.48699951
06/07/2021,20.69849968
07/07/2021,20.37174988
08/07/2021,19.90275002
09/07/2021,20.0502491
12/07/2021,20.51250076
13/07/2021,20.25
14/07/2021,19.84149933
15/07/2021,18.96624947
16/07/2021,18.1609993
19/07/2021,18.77975082
20/07/2021,18.61199951
21/07/2021,19.40999985
22/07/2021,19.59399986
23/07/2021,19.55800056
26/07/2021,19.29400063
27/07/2021,19.20800018
28/07/2021,19.50300026
29/07/2021,19.66200066
30/07/2021,19.49900055
02/08/2021,19.75
03/08/2021,19.81500053
04/08/2021,20.27400017
05/08/2021,20.63699913
06/08/2021,20.36599922
09/08/2021,20.29500008
10/08/2021,19.93600082
11/08/2021,19.6989994
12/08/2021,19.90500069
13/08/2021,20.18799973
16/08/2021,19.95000076
17/08/2021,19.45800018
18/08/2021,19.04000092
19/08/2021,19.79800034
20/08/2021,20.81599998
23/08/2021,21.95800018
24/08/2021,21.79299927
25/08/2021,22.21299934
26/08/2021,22.06800079
27/08/2021,22.63599968
30/08/2021,22.68799973
31/08/2021,22.38500023
01/09/2021,22.44099998
02/09/2021,22.39599991
03/09/2021,22.84300041
07/09/2021,22.66200066
08/09/2021,22.3390007
09/09/2021,22.17700005
10/09/2021,22.47800064
13/09/2021,22.15200043
14/09/2021,22.24200058
15/09/2021,22.3409996
16/09/2021,22.24200058
17/09/2021,21.89999962
20/09/2021,21.11300087
21/09/2021,21.24600029
22/09/2021,21.94099998
23/09/2021,22.48200035
24/09/2021,22.08099937
27/09/2021,21.65999985
28/09/2021,20.6989994
29/09/2021,20.5170002
30/09/2021,20.7159996
01/10/2021,20.74200058
04/10/2021,19.73200035
05/10/2021,20.45100021
06/10/2021,20.70000076
07/10/2021,21.07500076
08/10/2021,20.83099937
11/10/2021,20.69499969
12/10/2021,20.67099953
13/10/2021,20.93899918
14/10/2021,21.74600029
15/10/2021,21.86199951
18/10/2021,22.22200012
19/10/2021,22.29000092
20/10/2021,22.10300064
21/10/2021,22.69199944
22/10/2021,22.72599983
25/10/2021,23.16600037
26/10/2021,24.71699905
27/10/2021,24.45100021
28/10/2021,24.94099998
29/10/2021,25.56699944
01/11/2021,25.82699966
02/11/2021,26.40099907
03/11/2021,26.59799957
04/11/2021,29.8010006
05/11/2021,29.75200081
08/11/2021,30.80400085
09/11/2021,30.65699959
10/11/2021,29.45899963
11/11/2021,30.38999939
12/11/2021,30.38999939
15/11/2021,30.02499962
16/11/2021,30.20299911
17/11/2021,29.26099968
18/11/2021,31.67499924
19/11/2021,32.98500061
22/11/2021,31.95599937
23/11/2021,31.74600029
24/11/2021,32.67399979
26/11/2021,31.50300026
29/11/2021,33.37599945
30/11/2021,32.67599869
01/12/2021,31.43499947
02/12/2021,32.12599945
03/12/2021,30.69300079
06/12/2021,30.03700066
07/12/2021,32.42699814
08/12/2021,31.82600021
09/12/2021,30.48999977
10/12/2021,30.19799995
13/12/2021,28.1609993
14/12/2021,28.33699989
15/12/2021,30.45899963
16/12/2021,28.38699913
17/12/2021,27.8010006
20/12/2021,27.71899986
21/12/2021,29.07500076
22/12/2021,29.39999962
23/12/2021,29.63999939
27/12/2021,30.94499969
28/12/2021,30.3220005
29/12/2021,30.00099945
30/12/2021,29.58600044
31/12/2021,29.4109993
03/01/2022,30.12100029
04/01/2022,29.29000092
05/01/2022,27.60400009
06/01/2022,28.1779995
07/01/2022,27.24699974
10/01/2022,27.39999962
11/01/2022,27.81699944
12/01/2022,27.99900055
13/01/2022,26.57500076
14/01/2022,26.94199944
18/01/2022,25.90299988
19/01/2022,25.06699944
20/01/2022,24.14999962
21/01/2022,23.37400055
24/01/2022,23.37199974
25/01/2022,22.3239994
26/01/2022,22.77199936
27/01/2022,21.94400024
28/01/2022,22.84000015
31/01/2022,24.48600006
01/02/2022,24.63800049
02/02/2022,25.24200058
03/02/2022,23.94799995
04/02/2022,24.31900024
07/02/2022,24.72800064
08/02/2022,25.1079998
09/02/2022,26.70499992
10/02/2022,25.8239994
11/02/2022,23.9489994
14/02/2022,24.2670002
15/02/2022,26.49500084
16/02/2022,26.51099968
17/02/2022,24.50699997
18/02/2022,23.6420002
22/02/2022,23.38999939
23/02/2022,22.38699913
24/02/2022,23.74799919
25/02/2022,24.15699959
28/02/2022,24.38500023
01/03/2022,23.47699928
02/03/2022,24.21999931
03/03/2022,23.7140007
04/03/2022,22.93600082
07/03/2022,21.35199928
08/03/2022,21.51399994
09/03/2022,23.01399994
10/03/2022,22.65800095
11/03/2022,22.10000038
14/03/2022,21.32999992
15/03/2022,22.97299957
16/03/2022,24.49600029
17/03/2022,24.76600075
18/03/2022,26.45299911
21/03/2022,26.73399925
22/03/2022,26.52400017
23/03/2022,25.63400078
24/03/2022,28.14999962
25/03/2022,27.69199944
28/03/2022,28.21899986
29/03/2022,28.65600014
30/03/2022,27.69000053
31/03/2022,27.2859993
01/04/2022,26.71199989
04/04/2022,27.36000061
05/04/2022,25.93099976
06/04/2022,24.40699959
07/04/2022,24.20800018
08/04/2022,23.11899948
11/04/2022,21.91699982
12/04/2022,21.50399971
13/04/2022,22.20299911
14/04/2022,21.25799942
18/04/2022,21.78300095
19/04/2022,22.19799995
20/04/2022,21.48200035
21/04/2022,20.18300056
22/04/2022,19.51499939
25/04/2022,19.90200043
26/04/2022,18.78800011
27/04/2022,18.41500092
28/04/2022,19.78199959
29/04/2022,18.54700089
02/05/2022,19.53300095
03/05/2022,19.60199928
04/05/2022,20.33399963
05/05/2022,18.84399986
06/05/2022,18.67499924
09/05/2022,16.95000076
10/05/2022,17.59499931
11/05/2022,16.62999916
12/05/2022,16.17499924
13/05/2022,17.70599937
16/05/2022,17.26399994
17/05/2022,18.17700005
18/05/2022,16.93799973
19/05/2022,17.12400055
20/05/2022,16.69400024
23/05/2022,16.89800072
24/05/2022,16.15399933
25/05/2022,16.97500038
26/05/2022,17.85099983
27/05/2022,18.81100082
31/05/2022,18.67200089
01/06/2022,18.31999969
02/06/2022,19.59199905
03/06/2022,18.71999931
06/06/2022,18.7859993
07/06/2022,18.9260006
08/06/2022,18.64800072
09/06/2022,18.04800034
10/06/2022,16.97400093
13/06/2022,15.64700031
14/06/2022,15.83600044
15/06/2022,16.52700043
16/06/2022,15.60099983
17/06/2022,15.88000011
21/06/2022,16.56599998
22/06/2022,16.36000061
23/06/2022,16.22500038
24/06/2022,17.12599945
27/06/2022,16.86899948
28/06/2022,15.98200035
29/06/2022,15.54199982
30/06/2022,15.1590004
01/07/2022,14.52299976
05/07/2022,14.96399975
06/07/2022,15.13000011
07/07/2022,15.8579998
08/07/2022,15.8380003
11/07/2022,15.15200043
12/07/2022,15.08199978
13/07/2022,15.16399956
14/07/2022,15.37199974
15/07/2022,15.76200008
18/07/2022,16.10099983
19/07/2022,16.99200058
20/07/2022,17.80699921
21/07/2022,18.04999924
22/07/2022,17.31900024
25/07/2022,17.02400017
26/07/2022,16.53300095
27/07/2022,17.79000092
28/07/2022,17.98399925
29/07/2022,18.16300011
01/08/2022,18.44099998
02/08/2022,18.52599907
03/08/2022,18.89299965
04/08/2022,19.21500015
05/08/2022,18.98900032
08/08/2022,17.79299927
09/08/2022,17.08600044
10/08/2022,18.09700012
11/08/2022,17.94199944
12/08/2022,18.70899963
15/08/2022,19.03199959
16/08/2022,18.87899971
17/08/2022,18.33499908
18/08/2022,18.77300072
19/08/2022,17.84900093
22/08/2022,17.0340004
23/08/2022,17.18099976
24/08/2022,17.22200012
25/08/2022,17.91300011
26/08/2022,16.26000023
29/08/2022,15.80099964
30/08/2022,15.46800041
31/08/2022,15.09399986
01/09/2022,13.93700027
02/09/2022,13.64700031
06/09/2022,13.46500015
07/09/2022,13.71399975
08/09/2022,13.98999977
09/09/2022,14.38700008
12/09/2022,14.50500011
13/09/2022,13.13099957
14/09/2022,13.12800026
15/09/2022,12.9289999
16/09/2022,13.19799995
19/09/2022,13.38199997
20/09/2022,13.17599964
21/09/2022,13.26099968
22/09/2022,12.56099987
23/09/2022,12.51599979
26/09/2022,12.22799969
27/09/2022,12.41300011
28/09/2022,12.73600006
29/09/2022,12.22000027
30/09/2022,12.13899994
03/10/2022,12.51200008
04/10/2022,13.16699982
05/10/2022,13.20899963
06/10/2022,13.13000011
07/10/2022,12.07600021
10/10/2022,11.67000008
11/10/2022,11.58600044
12/10/2022,11.5
13/10/2022,11.96000004
14/10/2022,11.22700024
17/10/2022,11.88799953
18/10/2022,11.96700001
19/10/2022,12.05099964
20/10/2022,12.19400024
21/10/2022,12.4659996
24/10/2022,12.59899998
25/10/2022,13.26099968
26/10/2022,12.89599991
27/10/2022,13.17599964
28/10/2022,13.83399963
31/10/2022,13.49699974
01/11/2022,13.54300022
02/11/2022,13.21899986
03/11/2022,13.42099953
04/11/2022,14.15600014
07/11/2022,14.30099964
08/11/2022,14.60200024
09/11/2022,13.77600002
10/11/2022,15.75
11/11/2022,16.32699966
14/11/2022,16.29500008
15/11/2022,16.66600037
16/11/2022,15.90999985
17/11/2022,15.67700005
18/11/2022,15.4090004
21/11/2022,15.31700039
22/11/2022,16.03800011
23/11/2022,16.5189991
25/11/2022,16.27000046
28/11/2022,15.82699966
29/11/2022,15.63899994
30/11/2022,16.92300034
01/12/2022,17.13500023
02/12/2022,16.87599945
05/12/2022,16.61000061
06/12/2022,15.98700047
07/12/2022,16.12000084
08/12/2022,17.16900063
09/12/2022,17.00099945
12/12/2022,17.53499985
13/12/2022,18.0720005
14/12/2022,17.67399979
15/12/2022,16.95199966
16/12/2022,16.57099915
19/12/2022,16.25399971
20/12/2022,16.08499908
21/12/2022,16.50099945
22/12/2022,15.33899975
23/12/2022,15.20600033
27/12/2022,14.12100029
28/12/2022,14.03600025
29/12/2022,14.60299969
30/12/2022,14.61400032
03/01/2023,14.31499958
04/01/2023,14.7489996
05/01/2023,14.26500034
06/01/2023,14.85900021
09/01/2023,15.62800026
10/01/2023,15.9090004
11/01/2023,16.00099945
12/01/2023,16.51099968
13/01/2023,16.89900017
17/01/2023,17.70199966
18/01/2023,17.37700081
19/01/2023,16.76499939
20/01/2023,17.8390007
23/01/2023,19.19300079
24/01/2023,19.26499939
25/01/2023,19.32299995
26/01/2023,19.80200005
27/01/2023,20.36499977
30/01/2023,19.16200066
31/01/2023,19.53700066
01/02/2023,20.94300079
02/02/2023,21.70899963
03/02/2023,21.10000038
06/02/2023,21.0890007
07/02/2023,22.17300034
08/02/2023,22.20499992
09/02/2023,22.33699989
10/02/2023,21.26499939
13/02/2023,21.78800011
14/02/2023,22.97100067
15/02/2023,22.76399994
16/02/2023,22.00200081
17/02/2023,21.38800049
21/02/2023,20.65500069
22/02/2023,20.75399971
23/02/2023,23.66399956
24/02/2023,23.2859993
27/02/2023,23.50099945
28/02/2023,23.2159996
01/03/2023,22.69799995
02/03/2023,23.31399918
03/03/2023,23.88999939
06/03/2023,23.55400085
07/03/2023,23.28800011
08/03/2023,24.18099976
09/03/2023,23.43600082
10/03/2023,22.96500015
13/03/2023,22.9659996
14/03/2023,24.06299973
15/03/2023,24.22800064
16/03/2023,25.54100037
17/03/2023,25.72500038
20/03/2023,25.89999962
21/03/2023,26.1989994
22/03/2023,26.46800041
23/03/2023,27.19099998
24/03/2023,26.77899933
27/03/2023,26.53100014
28/03/2023,26.40999985
29/03/2023,26.98399925
30/03/2023,27.38299942
31/03/2023,27.77700043
03/04/2023,27.96500015
04/04/2023,27.45299911
05/04/2023,26.88100052
06/04/2023,27.03700066
10/04/2023,27.57900047
11/04/2023,27.16900063
12/04/2023,26.49500084
13/04/2023,26.46299934
14/04/2023,26.75799942
17/04/2023,27.00200081
18/04/2023,27.66699982
19/04/2023,27.93099976
20/04/2023,27.10400009
21/04/2023,27.11899948
24/04/2023,27.04199982
25/04/2023,26.24099922
26/04/2023,26.95599937
27/04/2023,27.22599983
28/04/2023,27.74900055
01/05/2023,28.90999985
02/05/2023,28.20999908
03/05/2023,27.80200005
04/05/2023,27.56200027
05/05/2023,28.68000031
08/05/2023,29.15099907
09/05/2023,28.57099915
10/05/2023,28.88500023
11/05/2023,28.57799911
12/05/2023,28.34000015
15/05/2023,28.95299911
16/05/2023,29.21299934
17/05/2023,30.1779995
18/05/2023,31.6779995
19/05/2023,31.26399994
22/05/2023,31.1760006
23/05/2023,30.68799973
24/05/2023,30.53800011
25/05/2023,37.97999954
26/05/2023,38.94599915
30/05/2023,40.11100006
31/05/2023,37.83399963
01/06/2023,39.77000046
02/06/2023,39.32699966
05/06/2023,39.17100143
06/06/2023,38.65399933
07/06/2023,37.47499847
08/06/2023,38.50999832
09/06/2023,38.77000046
12/06/2023,39.48199844
13/06/2023,41.02199936
14/06/2023,42.99700165
15/06/2023,42.65299988
16/06/2023,42.69200134
20/06/2023,43.80799866
21/06/2023,43.04499817
22/06/2023,43.02500153
23/06/2023,42.20899963
26/06/2023,40.63199997
27/06/2023,41.87599945
28/06/2023,41.11700058
29/06/2023,40.8219986
30/06/2023,42.30199814
03/07/2023,42.4129982
05/07/2023,42.31700134
06/07/2023,42.10300064
07/07/2023,42.50299835
10/07/2023,42.18000031
11/07/2023,42.40499878
12/07/2023,43.90200043
13/07/2023,45.97700119
14/07/2023,45.46900177
17/07/2023,46.46099854
18/07/2023,47.49399948
19/07/2023,47.07699966
20/07/2023,45.52000046
21/07/2023,44.30899811
24/07/2023,44.61199951
25/07/2023,45.67900085
26/07/2023,45.45199966
27/07/2023,45.90000153
28/07/2023,46.75
31/07/2023,46.72900009
01/08/2023,46.50699997
02/08/2023,44.26900101
03/08/2023,44.51499939
04/08/2023,44.68000031
07/08/2023,45.41699982
08/08/2023,44.66400146
09/08/2023,42.55400085
10/08/2023,42.38800049
11/08/2023,40.85499954
14/08/2023,43.75299835
15/08/2023,43.93999863
16/08/2023,43.48600006
17/08/2023,43.34400177
18/08/2023,43.29899979
21/08/2023,46.96699905
22/08/2023,45.66799927
23/08/2023,47.11600113
24/08/2023,47.1629982
25/08/2023,46.01800156
28/08/2023,46.83499908
29/08/2023,48.7840004
30/08/2023,49.26399994
31/08/2023,49.35499954
01/09/2023,48.50899887
05/09/2023,48.54800034
06/09/2023,47.06100082
07/09/2023,46.24100113
08/09/2023,45.5719986
11/09/2023,45.1780014
12/09/2023,44.86999893
13/09/2023,45.48500061
14/09/2023,45.58100128
15/09/2023,43.90000153
18/09/2023,43.9659996
19/09/2023,43.52000046
20/09/2023,42.23899841
21/09/2023,41.01699829
22/09/2023,41.61000061
25/09/2023,42.22200012
26/09/2023,41.9109993
27/09/2023,42.4679985
28/09/2023,43.0890007
29/09/2023,43.49900055
02/10/2023,44.7820015
03/10/2023,43.51699829
04/10/2023,44.04100037
05/10/2023,44.68799973
06/10/2023,45.76200104
09/10/2023,45.27299881
10/10/2023,45.79800034
11/10/2023,46.80599976
12/10/2023,46.94499969
13/10/2023,45.46099854
16/10/2023,46.09500122
17/10/2023,43.93799973
18/10/2023,42.19599915
19/10/2023,42.10100174
20/10/2023,41.38700104
23/10/2023,42.97499847
24/10/2023,43.6629982
25/10/2023,41.77899933
26/10/2023,40.32600021
27/10/2023,40.5
30/10/2023,41.1609993
31/10/2023,40.77999878
01/11/2023,42.32500076
02/11/2023,43.50600052
03/11/2023,45.00500107
06/11/2023,45.75099945
07/11/2023,45.95500183
08/11/2023,46.57400131
09/11/2023,46.95000076
10/11/2023,48.33499908
13/11/2023,48.61999893
14/11/2023,49.65599823
15/11/2023,48.88800049
16/11/2023,49.47999954
17/11/2023,49.29800034
20/11/2023,50.4090004
21/11/2023,49.94400024
22/11/2023,48.7159996
24/11/2023,47.77600098
27/11/2023,48.24200058
28/11/2023,47.82099915
29/11/2023,48.13999939
30/11/2023,46.77000046
01/12/2023,46.76499939
04/12/2023,45.50999832
05/12/2023,46.56600189
06/12/2023,45.50299835
07/12/2023,46.59600067
08/12/2023,47.50600052
11/12/2023,46.6269989
12/12/2023,47.6570015
13/12/2023,48.08800125
14/12/2023,48.34999847
15/12/2023,48.88999939
18/12/2023,50.07699966
19/12/2023,49.60400009
20/12/2023,48.11100006
21/12/2023,48.99000168
22/12/2023,48.83000183
26/12/2023,49.27899933
27/12/2023,49.41699982
28/12/2023,49.52199936
29/12/2023,49.52199936
02/01/2024,48.16799927
03/01/2024,47.56900024
04/01/2024,47.9980011
05/01/2024,49.09700012
08/01/2024,52.25299835
09/01/2024,53.13999939
10/01/2024,54.34999847
11/01/2024,54.8219986
12/01/2024,54.70999908
16/01/2024,56.38199997
17/01/2024,56.0530014
18/01/2024,57.10699844
19/01/2024,59.49100113
22/01/2024,59.65399933
23/01/2024,59.8730011
24/01/2024,61.36199951
25/01/2024,61.61700058
26/01/2024,61.03099823
29/01/2024,62.46500015
30/01/2024,62.77399826
31/01/2024,61.52700043
01/02/2024,63.02700043
02/02/2024,66.16000366
05/02/2024,69.33200073
06/02/2024,68.22299957
07/02/2024,70.09899902
08/02/2024,69.64099884
09/02/2024,72.13300323
12/02/2024,72.2480011
13/02/2024,72.12799835
14/02/2024,73.90000153
15/02/2024,72.65799713
16/02/2024,72.61299896
20/02/2024,69.45200348
21/02/2024,67.47200012
22/02/2024,78.53800201
23/02/2024,78.81700134
26/02/2024,79.09200287
27/02/2024,78.7009964
28/02/2024,77.66300201
29/02/2024,79.11199951
01/03/2024,82.27899933
04/03/2024,85.23699951
05/03/2024,85.96399689
06/03/2024,88.69999695
07/03/2024,92.66899872
08/03/2024,87.52799988
11/03/2024,85.77400208
12/03/2024,91.91300201
13/03/2024,90.88800049
14/03/2024,87.94400024
15/03/2024,87.83699799
18/03/2024,88.45500183
19/03/2024,89.39800262
20/03/2024,90.37200165
21/03/2024,91.43499756
22/03/2024,94.28900146
25/03/2024,95.0019989
26/03/2024,92.56099701
27/03/2024,90.25
28/03/2024,90.35600281
01/04/2024,90.36299896
02/04/2024,89.45200348
03/04/2024,88.96399689
04/04/2024,85.90499878
05/04/2024,88.00800323
08/04/2024,87.13300323
09/04/2024,85.35399628
10/04/2024,87.03900146
11/04/2024,90.61599731
12/04/2024,88.18599701
